RY,ToU,U,ORoRS,ORoCIS,ORoSR,ORoAOS,ASforR,ASforCI,ASforSR,ASforAO,ANoCR,ANoCCI,ANoCSR,ANoCAO
2016,Municipal Electric,Gowrie,418853,293024,0,51235,3695,2954,0,508,470,114,0,17
2016,Municipal Electric,Grafton,131446,41167,0,6427,1293,418,0,64,135,14,0,11
2016,Municipal Electric,Grand Junction,410242,174004,0,30823,3259,1422,0,446,392,69,0,17
2016,Municipal Electric,Greenfield,976544,2981942,0,87664,9278,33611,0,1272,1006,214,0,24
2016,Municipal Electric,Grundy Center,1284235,1106564,0,58989,12503,12651,0,670,1251,244,0,1
2016,Municipal Electric,Guttenberg,936957,1121742,0,139969,7707,8786,0,1005,1079,232,0,54
2016,Municipal Electric,Hinton,421429,565309,0,49449,4316,3859,0,448,309,63,0,2
2016,Municipal Electric,Hopkinton,349853,199354,0,66138,2553,1400,0,619,321,44,0,13
2016,Municipal Electric,Hudson,921153,405189,0,240302,7252,3345,0,2131,807,115,0,16
2016,Municipal Electric,Independence,3126827,5122698,0,312041,20399,52169,0,2880,2714,447,0,3
2016,Municipal Electric,Indianola,5921031,6149906,0,911991,52576,65281,0,9092,5723,622,0,21
2016,Municipal Electric,Keosauqua,522094,495308,0,225225,4195,6670,0,3079,487,119,0,43
2016,Municipal Electric,Kimballton,137643,51151,0,11674,1722,473,0,249,167,44,0,8
2016,Municipal Electric,Lake Mills,1159234,1728418,0,194844,8505,13894,0,2114,1070,178,0,0
2016,Municipal Electric,Lake View,1206924,621529,0,58814,12397,6868,0,20787,1154,189,0,54
2016,Municipal Electric,La Porte City,1008635,514983,0,102348,8930,4735,0,1522,994,143,0,41
2016,Municipal Electric,Larchwood,470788,317686,0,13895,4825,2947,0,149,400,68,0,8
2016,Municipal Electric,Laurens,898459,1163009,1192621,73863,10627,13972,23085,1610,682,128,2,29
2016,Municipal Electric,Lehigh,200024,29871,0,0,1815,274,0,0,266,9,0,0
2016,Municipal Electric,Livermore,237710,90559,0,21733,1885,501,0,186,185,30,0,12
2016,Municipal Electric,Long Grove,321494,16581,0,22333,2140,97,0,172,211,9,0,7
2016,Municipal Electric,Mapleton,742840,610794,0,98725,6744,5970,0,1000,585,147,0,270
2016,Municipal Electric,Maquoketa,2956302,5220186,0,282198,23649,46130,0,2501,2800,576,0,58
2016,Municipal Electric,Marathon,179841,109170,0,31046,1213,719,0,177,147,55,0,8
2016,Municipal Electric,McGregor,376352,343025,0,79223,3131,2826,0,708,484,112,0,33
2016,Municipal Electric,Milford,1483491,1591985,241393,148358,13774,16873,1642,1374,1214,329,,33
2016,Municipal Electric,Mount Pleasant,3598979,5153708,6495,0,27200,43976,229,0,3417,623,1,0
2016,Municipal Electric,Muscatine,11122734,41436036,0,1470967,103744,702209,0,22865,9842,1501,0,57
2016,Municipal Electric,Neola,451448,146390,0,26043,3696,1193,0,379,379,53,0,10
2016,Municipal Electric,New Hampton,1269614,3169164,0,167951,14043,39647,0,2197,1685,304,0,506
2016,Municipal Electric,New London,1164015,393786,0,197981,9095,3282,0,1452,1079,129,0,25
2016,Municipal Electric,Ogden,1149679,473964,6767,130272,8204,3832,58,1008,960,139,,58
2016,Municipal Electric,Onawa,1560137,1399889,0,179079,15368,14795,0,1200,1337,212,0,186
2016,Municipal Electric,Orange City ,2298493,5575415,0,12868,23483,62657,0,145,1938,381,0,0
2016,Municipal Electric,Orient  ,294163,0,0,0,2315,0,0,0,214,0,0,0
2016,Municipal Electric,Panora  ,489592,424296,0,201750,4700,4826,0,2656,547,146,0,2
2016,Municipal Electric,Paton,124309,25461,0,0,1798,368,0,0,118,24,0,0
2016,Municipal Electric,Paullina   ,596441,482868,0,54666,4931,4716,0,507,533,112,0,23
2016,Municipal Electric,Pella,4443213,12287382,0,424857,37854,144612,0,3868,4117,787,0,66
2016,Municipal Electric,Pocahontas ,940199,803147,0,301782,9239,8447,0,3488,940,188,0,15
2016,Municipal Electric,Primghar ,490966,387162,0,23096,4441,4469,0,0,425,128,0,0
2016,Municipal Electric,Readlyn  ,429357,222328,0,0,3351,1856,0,0,343,32,0,0
2016,Municipal Electric,Renwick  ,178421,322485,0,4440,1397,2477,0,40,150,21,0,5
2016,Municipal Electric,Rockford  ,461893,159311,0,176344,2896,1117,0,1553,521,64,0,19
2016,Municipal Electric,Sergeant Bluff,1616714,1273007,0,0,17112,14885,0,0,1555,161,0,0
2016,Municipal Electric,Shelby  ,334352,279011,0,3803,2976,3011,0,29,280,58,0,3
2016,Municipal Electric,Sibley  ,1338894,1371181,167718,345323,15202,16067,2657,4241,1280,234,1,56
2016,Municipal Electric,Spencer  ,5243465,5493121,0,1423345,63179,63274,0,20591,5205,902,0,152
2016,Municipal Electric,Stanhope   ,210951,148149,0,27805,1599,907,0,191,184,44,0,12
2016,Municipal Electric,Stanton,399189,129798,0,93579,3843,1936,0,1210,287,46,0,15
2016,Municipal Electric,State Center ,1994696,655943,0,332500,7597,5672,0,1367,782,126,0,66
2016,Municipal Electric,Story City   ,2015551,3327923,0,106335,16894,39742,0,1286,1687,238,0,6
2016,Municipal Electric,Stratford,342518,216169,0,48289,2448,2010,0,403,319,69,0,26
2016,Municipal Electric,Strawberry Point,814007,430997,0,47347,3731,3882,0,300,587,105,0,35
2016,Municipal Electric,Stuart  ,771522,841932,0,0,6223,7203,0,0,725,163,0,0
2016,Municipal Electric,Sumner   ,1027265,752057,0,141086,8919,3716,0,3608,949,207,0,1
2016,Municipal Electric,Traer  ,1236710,618610,0,0,9236,5091,0,24,960,142,0,1
2016,Municipal Electric,Villisca,683452,325635,0,171459,6356,3031,0,2097,594,98,0,43
2016,Municipal Electric,Vinton   ,2187842,1865053,15328,156316,18259,18218,633,2264,2153,347,1,36
2016,Municipal Electric,Wall Lake,449852,425465,0,0,4787,4310,0,0,413,114,0,0
2016,Municipal Electric,Waverly   ,5273597,8695497,3529606,1029960,38347,94775,0,8493,4149,590,0,85
2016,Municipal Electric,Webster City ,3901335,5074323,754443,510842,31957,54059,8277,5140,3845,513,3,48
2016,Municipal Electric,West Liberty ,1482030,3220421,0,340108,12205,36045,0,3330,1322,179,0,65
2016,Municipal Electric,West Point,764659,674584,0,55500,6207,7420,0,426,600,75,0,0
2016,Municipal Electric,Westfield,68422,13856,0,100,669,170,0,0,59,12,0,1
2016,Municipal Electric,Wilton  ,1328377,1150773,0,118710,11836,11187,0,1142,1310,191,0,0
2016,Municipal Electric,Winterset  ,2733137,2612554,0,0,20156,27510,0,0,2255,401,0,0
2016,Municipal Electric,Woolstock,86507,113523,0,0,876,670,0,0,94,32,0,0
2016,Municipal Electric,Lawler,199603,98682,0,10763,1718,969,0,95,219,40,0,11
2016,Municipal Electric,Alton,489939,463318,0,4359,5873,5493,0,197,458,117,0,0
2016,Municipal Electric,Aurelia,451036,267877,0,72939,3745,2435,0,745,439,75,0,29
2016,Distribution Cooperative,Southwest Iowa Rural Electric Cooperative,9185004,2635205,202471,16855,69524,28752,2666,77,5584,292,1,21
2016,Distribution Cooperative,"Allamakee Clayton Elec. Coop., Inc.",16170698,1713894,424231,13962,112068,13702,8958,82,9433,516,1,4
2016,Distribution Cooperative,Atchison Holt Electric Coop.,1345114,808712,0,63708,9820,5904,0,465,1065,79,0,16
2016,Distribution Cooperative,East-Central Iowa Rural Electric Coop.,15022812,6616570,0,450187,128772,74026,0,4342,7779,757,0,162
2016,Distribution Cooperative,Boone Valley Electric Coop.,261464,203433,362945,0,2887,2308,4464,0,112,2,,0
2016,Distribution Cooperative,Butler County Rural Elec. Coop.,11753565,9076175,0,80331,92348,110553,0,549,4830,193,0,30
2016,Distribution Cooperative,Calhoun County Electric Coop. Assn.,3861586,542094,544027,0,28272,5122,7021,0,1655,23,2,0
2016,Distribution Cooperative,Cass Electric Cooperative,160097,0,0,360,1203,0,0,0,90,0,0,1
2016,Distribution Cooperative,Heartland Power Cooperative,9890204,16915188,0,261932,83161,221146,0,2795,4352,798,0,65
2016,Generation and Tranmission Cooperative,Central Iowa Power Cooperative (CIPCO),0,0,178769706,0,0,0,2828807,0,0,0,13,0
2016,Distribution Cooperative,"Chariton Valley Electric Cooperative, Inc.",6986482,3998649,0,50360,53996,36405,0,500,4835,1166,0,2
2016,Distribution Cooperative,"Clarke Electric Cooperative, Inc.",8389127,3231649,118406,141483,62053,33583,1536,1110,4986,253,1,51
2016,Generation and Tranmission Cooperative,Corn Belt Power Cooperative,0,0,0,0,0,0,0,0,0,0,0,0
2016,Distribution Cooperative,Eastern Iowa Light & Power Cooperative,37328220,21673241,1756230,379000,302272,301825,26852,3887,21713,1819,1,82
2016,Distribution Cooperative,Farmers Electric Cooperative - Kalona,1521007,675381,0,0,11713,5721,0,0,603,25,0,0
2016,Distribution Cooperative,"Farmers Electric Coop., Inc. - Greenfield",8602135,3601521,0,6855,62219,50512,0,18,4651,104,0,5
2016,Distribution Cooperative,Franklin Rural Electric Cooperative,3563888,3473654,0,84132,28919,33657,0,636,1455,415,0,51
2016,Distribution Cooperative,Grundy County Rural Electric Cooperative,3747987,2604773,0,61104,27451,30083,0,431,1852,339,0,64
2016,Distribution Cooperative,"Grundy Electric Cooperative, Inc.",336343,43002,0,9792,2752,360,0,81,225,11,0,2
2016,Distribution Cooperative,Guthrie Co. Rural Electric Cooperative Assn.,7233167,5841002,806697,208582,65607,96035,13134,2499,4500,89,1,22
2016,Distribution Cooperative,Prairie Energy Cooperative,6782336,17080050,254707,13004,60029,215056,2745,117,3606,593,1,76
2016,Distribution Cooperative,Harrison County Rural Electric Cooperative,6786587,3377823,421945,393418,47409,49041,5842,2973,3331,349,1,57
2016,Distribution Cooperative,Hawkeye REC,11316536,13470097,238454,32792,76066,151359,3271,193,5809,924,1,38
2016,Generation and Tranmission Cooperative,L & O Power Cooperative,0,0,11658228,0,0,0,190676,0,0,0,4,0
2016,Distribution Cooperative,Linn County Rural Electric Coop. Assn.,33605955,16820398,0,0,277263,176961,0,0,24609,3568,0,0
2016,Distribution Cooperative,Lyon Rural Electric Cooperative,6286749,3368144,613701,152104,64165,39895,8228,2187,2109,78,1,2
2016,Distribution Cooperative,Maquoketa Valley Electric Cooperative,15781454,15794442,0,71216,130499,151660,0,362,10174,5673,0,107
2016,Distribution Cooperative,Consumers Energy Cooperative,11328190,4228604,0,63600,76152,39981,0,371,5791,476,0,105
2016,Distribution Cooperative,Nishnabotna Valley Rural Electric Coop.,8035078,8508468,0,162069,60529,111670,0,1105,3500,147,0,52
2016,Distribution Cooperative,"United Electric Cooperative, Inc.",1090212,66856,0,0,6661,682,0,0,545,5,0,0
2016,Generation and Tranmission Cooperative,Northwest Iowa Power Cooperative,0,0,0,0,0,0,0,0,0,0,0,0
2016,Distribution Cooperative,"Osceola Electric Cooperative, Inc.",3393501,3316018,0,30869,31689,37266,0,218,1083,79,0,23
2016,Distribution Cooperative,Pella Cooperative Electric Association,5167440,1533599,0,268984,37729,13737,0,1943,2652,232,0,51
2016,Distribution Cooperative,Pleasant Hill Community Line,123196,287310,0,28497,1351,3074,0,353,92,22,0,3
2016,Distribution Cooperative,Access Energy Cooperative,14611552,14272314,0,5101,116064,152029,0,20,8612,216,0,7
2016,Distribution Cooperative,North West Rural Electric Cooperative,20395185,27797387,63111,47463,249378,420093,782,321,9017,764,1,72
2016,Distribution Cooperative,Western Iowa Power Cooperative,8880272,4126579,0,94775,65484,32757,0,670,4004,1475,0,41
2016,Distribution Cooperative,"Southern Iowa Electric Cooperative, Inc.",9107207,1489969,2516415,0,58584,15098,43348,0,4563,170,3,0
2016,Distribution Cooperative,T. I. P. Rural Electric Cooperative,9436507,6553224,0,17251,75722,77536,0,83,5944,358,0,36
2016,Distribution Cooperative,Woodbury County Rural Electric Cooperative,7271517,1950313,0,6514,53197,20033,0,37,3187,106,0,8
2016,Distribution Cooperative,Federated Rural Electric Association,108165,10379,0,0,1042,106,0,0,58,4,0,0
2016,Distribution Cooperative,Freeborn-Mower Cooperative Service,11944,0,0,0,88,0,0,0,6,0,0,0
2016,Distribution Cooperative,Tri-County Electric Cooperative,224449,19886,0,0,1466,131,0,0,127,3,0,0
2016,Distribution Cooperative,Iowa Lakes Electric Cooperative,22131722,35469889,0,406281,170000,419387,0,2926,9193,3193,0,176
2016,Distribution Cooperative,Nobles Cooperative Electric Association,14944,7367,0,0,126,68,0,0,10,2,0,0
2016,Distribution Cooperative,Midland Power Cooperative,23279035,19950408,1854115,233388,193933,259861,25226,2012,10811,533,6,187
2016,Distribution Cooperative,Raccoon Valley Electric Cooperative,6275145,7306643,345301,4263,46005,87394,4365,6,2222,419,1,15
2017,Investor Owned Electric,Interstate Power and Light Company,535619721,912352389,133869068,11652127,3507789,10847575,3013148,38483,403160,85581,6,864
2017,Investor Owned Electric,MidAmerican Energy Company,584941017,924763412,205859444,103881840,5544908,15435496,8750093,1384695,583485,83649,5,12891
2017,Investor Owned Electric,Amana Society Service Company,888538,6947151,0,78351,6850,91966,0,804,706,308,0,24
2017,Municipal Electric,Bloomfield,1619669,1370047,0,57520,11142,13257,0,917,1142,202,0,1
2017,Municipal Electric,Cascade,840582,793582,0,222681,7528,8437,0,2283,925,161,0,33
2017,Municipal Electric,Cedar Falls,15825991,18957888,9054595,3544600,162582,259557,341370,60654,17007,2203,0,163
2017,Municipal Electric,Coon Rapids,729420,473864,914794,285002,6784,3871,13864,3082,608,146,1,45
2017,Municipal Electric,Corning,777367,456399,0,565859,7843,4497,0,6162,761,209,0,60
2017,Municipal Electric,Graettinger,458772,333628,327247,18873,4846,4314,0,195,422,89,0,12
2017,Municipal Electric,Harlan,2890344,2866641,287495,322645,23428,30885,11471,3305,2310,461,0,91
2017,Municipal Electric,Hawarden,1045567,902184,0,250130,11553,9944,0,3951,1024,196,0,74
2017,Municipal Electric,Lamoni,891684,1203714,0,183559,8103,12131,0,2085,921,134,0,38
2017,Municipal Electric,Manilla,377459,126361,0,58691,4562,1693,0,611,395,67,0,23
2017,Municipal Electric,Manning,750744,1887888,0,175713,7048,27333,0,1957,690,134,0,32
2017,Municipal Electric,Osage,1573281,3263245,0,81262,14198,36690,0,735,1843,322,0,186
2017,Municipal Electric,Remsen,754186,806937,0,0,8198,8102,0,0,690,177,0,0
2017,Municipal Electric,Sanborn,701391,1344148,0,68731,6620,15375,0,600,576,139,0,26
2017,Municipal Electric,Sioux Center,2455517,6900330,0,659035,26639,88551,0,6384,2272,446,0,58
2017,Municipal Electric,Tipton,1206276,1833252,0,119043,11179,11781,0,8051,1436,357,0,21
2017,Municipal Electric,West Bend,569563,1084350,0,56064,5359,11806,0,567,447,147,0,19
2017,Municipal Electric,Whittemore,305434,342899,0,34582,2455,2678,0,303,250,58,0,13
2017,Municipal Electric,Woodbine,871517,413803,1612619,288718,8045,4229,0,3119,728,135,0,41
2017,Municipal Electric,Lenox,693916,553093,0,290673,6820,5967,0,3370,601,127,0,17
2017,Municipal Electric,Montezuma,648980,1452135,0,90701,6667,15541,0,865,693,164,0,34
2017,Municipal Electric,Preston,610070,434852,0,100429,3713,3404,0,685,497,107,0,40
2017,Municipal Electric,Sabula,330078,118748,0,18681,2181,741,0,337,340,65,0,15
2017,Municipal Electric,Brooklyn,724252,479147,0,52876,6601,4438,0,660,683,120,0,2
2017,Municipal Electric,Lake Park,583664,706386,0,65067,4731,6619,0,590,604,102,0,25
2018,Municipal Electric,Shelby,347440,277778,0,0,3167,3048,0,0,308,0,0,0
2017,Municipal Electric,Rock Rapids,1070723,1167143,0,125054,12488,13294,0,1744,1114,214,0,46
2017,Municipal Electric,Fairbank,520897,218636,0,108083,4378,2013,0,961,485,66,0,12
2017,Municipal Electric,Hartley,879285,779258,0,23729,10114,9134,0,314,796,127,0,9
2017,Municipal Electric,Afton,500536,319005,0,25300,3696,2637,0,176,415,79,0,17
2017,Municipal Electric,Akron,705127,750191,0,78236,7822,7326,0,683,699,143,0,28
2017,Municipal Electric,Algona,4016606,7047571,4067835,275580,28107,81237,109603,4753,3035,689,0,0
2017,Municipal Electric,Alta,976008,573073,0,216366,9691,4859,0,2451,833,112,0,44
2017,Municipal Electric,Alta Vista,133096,45617,0,3497,1183,458,0,54,134,29,0,9
2017,Municipal Electric,Ames,19848098,35164965,0,5167274,164874,380831,0,95260,23445,2868,0,124
2017,Municipal Electric,Anita,443071,335062,0,71,4759,3881,0,259,498,115,0,14
2017,Municipal Electric,Anthon,427714,168732,0,22419,4036,1618,0,294,300,49,0,13
2017,Municipal Electric,Aplington,487562,192527,0,43544,4231,1893,0,496,528,68,0,11
2017,Municipal Electric,Atlantic,3385193,4514059,1241861,466625,39552,63378,44210,5183,3825,746,1,87
2017,Municipal Electric,Auburn,152166,47394,0,0,1353,484,0,0,141,28,0,0
2017,Municipal Electric,Bancroft,350696,878850,249533,56699,3224,9467,3259,666,396,228,1,25
2017,Municipal Electric,Bellevue,1244084,951645,0,288593,8869,9463,0,2902,1313,176,0,252
2017,Municipal Electric,Breda,303584,184868,0,16735,2341,1957,0,184,225,64,0,7
2017,Municipal Electric,Buffalo,371985,130157,0,41643,3625,1224,0,1003,491,30,0,22
2017,Municipal Electric,Burt,143590,42979,0,18804,1923,605,0,335,223,42,0,10
2017,Municipal Electric,Callender,192418,41308,0,17345,0,0,0,0,0,0,0,0
2017,Municipal Electric,Carlisle,1721693,614188,0,307067,10688,4161,0,2248,3927,551,0,168
2017,Municipal Electric,Coggon,390408,103515,0,43485,2326,682,0,295,332,34,0,5
2017,Municipal Electric,Corwith,186280,166022,0,23240,1112,1162,0,134,141,37,0,9
2017,Municipal Electric,Danville,412432,75279,0,102831,3633,710,0,1041,391,37,0,6
2017,Municipal Electric,Dayton,306514,199489,0,0,2863,2258,0,26,388,69,0,0
2017,Municipal Electric,Denison,2704935,7266786,0,640835,33368,112637,0,13754,2727,563,0,6
2017,Municipal Electric,Denver,803853,492684,0,0,7823,4795,0,0,796,102,0,0
2017,Municipal Electric,Dike,452529,226528,0,147423,3186,1715,0,1122,378,41,0,4
2017,Municipal Electric,Durant,1099318,639696,0,65159,6599,7218,0,482,781,131,0,50
2017,Municipal Electric,Dysart,704470,299309,0,90676,5076,2324,0,947,601,99,0,7
2017,Municipal Electric,Earlville,274340,144345,0,29011,2868,1493,0,318,362,54,0,9
2017,Municipal Electric,Eldridge,1629099,1248468,1115511,99654,20523,17821,38124,1016,2369,234,0,36
2017,Municipal Electric,Ellsworth,226429,476934,0,46473,1824,4189,0,423,219,56,0,12
2017,Municipal Electric,Estherville,2598451,3404491,0,427560,19367,23971,0,3908,2674,557,0,40
2017,Municipal Electric,Farnhamville,240030,289563,40020,5265,1753,2505,0,71,206,46,0,8
2017,Municipal Electric,Fonda,298821,194238,0,23302,2600,1708,0,379,308,42,0,21
2017,Municipal Electric,Fontanelle,393630,186534,0,37740,3517,1759,0,306,452,38,0,16
2017,Municipal Electric,Forest City,1262661,3950124,0,181152,13017,46133,0,1593,1784,401,0,1
2017,Municipal Electric,Fredericksburg,506901,1375824,0,85777,4975,11929,0,1024,470,57,0,14
2017,Municipal Electric,Glidden,575223,238139,0,57325,5297,2420,0,668,575,84,0,21
2017,Municipal Electric,Gowrie,422704,315660,0,34925,3689,3083,0,331,465,114,0,18
2017,Municipal Electric,Grafton,127130,38360,0,5742,1266,387,0,57,135,14,0,11
2017,Municipal Electric,Grand Junction,416971,148421,0,29732,3150,1248,0,462,389,69,0,0
2017,Municipal Electric,Greenfield,948484,3045995,0,91998,8999,34852,0,892,1005,212,0,24
2017,Municipal Electric,Grundy Center,1247937,1099279,0,60490,11986,12488,0,688,1255,248,0,1
2017,Municipal Electric,Guttenberg,1006286,965227,0,112976,7650,9212,0,1114,1086,274,0,57
2017,Municipal Electric,Hinton,419377,502319,0,49880,4292,4097,0,463,309,62,0,2
2017,Municipal Electric,Hopkinton,334704,188812,0,64551,2431,1313,0,600,321,44,0,14
2017,Municipal Electric,Hudson,949690,421960,0,252455,6928,3197,0,2073,813,128,0,16
2017,Municipal Electric,Independence,2928395,5125674,0,278130,19761,53462,0,2648,2714,448,0,3
2017,Municipal Electric,Indianola,6280679,6416477,0,813632,51943,64870,0,7595,7291,693,0,30
2017,Municipal Electric,Keosauqua,511123,966588,0,13330,4089,9500,0,96,621,137,0,9
2017,Municipal Electric,Kimballton,134326,49870,0,11386,1614,486,0,243,167,44,0,8
2017,Municipal Electric,Lake Mills,974504,1383727,0,170637,8278,13109,0,2124,1070,178,0,0
2017,Municipal Electric,Lake View,1206863,635681,0,56177,12344,6821,0,1277,1156,188,0,49
2017,Municipal Electric,La Porte City,921751,407497,0,87310,8528,5268,0,1001,998,148,0,39
2017,Municipal Electric,Larchwood,463236,315908,0,14809,5020,3139,0,160,398,70,0,9
2017,Municipal Electric,Laurens,896765,1218232,1192864,62792,10058,13834,20775,1469,655,130,2,31
2017,Municipal Electric,Lehigh,167503,19392,0,0,1957,269,0,0,278,4,0,0
2017,Municipal Electric,Livermore,247143,80925,0,18345,1783,539,0,203,181,30,0,9
2017,Municipal Electric,Long Grove,303272,14228,0,17042,1871,92,0,143,211,9,0,7
2017,Municipal Electric,Mapleton,755863,590660,0,103573,6406,5640,0,1077,584,145,0,237
2017,Municipal Electric,Maquoketa,2851869,5131422,0,274813,22183,44335,0,2419,2794,511,0,58
2017,Municipal Electric,Marathon,169423,90240,0,39192,1131,585,0,219,142,46,0,16
2017,Municipal Electric,McGregor,373771,347468,0,81740,3012,2755,0,703,481,111,0,32
2017,Municipal Electric,Milford,1454320,1503984,339260,148994,13454,14906,2012,1406,1214,344,0,33
2017,Municipal Electric,Mount Pleasant,3484674,5027642,4105,0,26903,42484,165,0,3461,624,1,0
2017,Municipal Electric,Muscatine,11180376,45047924,0,1498777,98536,718026,0,21746,9867,1505,0,59
2017,Municipal Electric,Neola,430839,140348,0,17996,3546,1156,0,152,380,55,0,9
2017,Municipal Electric,New Hampton,1324010,3416100,0,193783,13434,40310,0,2496,1674,314,0,433
2017,Municipal Electric,New London,1174368,362836,0,182851,8856,3074,0,1604,1085,122,0,25
2017,Municipal Electric,Ogden,1083357,453925,699,135130,8299,2510,21,2316,978,139,0,57
2017,Municipal Electric,Onawa,0,0,0,0,0,0,0,0,0,0,0,0
2017,Municipal Electric,Orange City,2218935,5566362,0,12410,22227,62019,0,125,1948,388,0,0
2017,Municipal Electric,Orient,205915,37565,0,0,1497,304,0,0,217,0,0,0
2017,Municipal Electric,Panora,532292,403176,0,246138,4650,3872,0,2919,547,149,0,10
2017,Municipal Electric,Paton,121145,24813,0,0,1718,352,0,0,118,24,0,0
2017,Municipal Electric,Paullina,534373,424651,0,53078,4790,4339,0,506,531,113,0,24
2017,Municipal Electric,Pella,4300379,12303319,0,411367,36514,146200,0,3788,4133,793,0,64
2017,Municipal Electric,Pocahontas,933669,783127,0,309988,8897,8142,0,3427,935,186,0,15
2017,Municipal Electric,Primghar,477148,318257,0,85721,4441,2735,0,1671,522,123,0,27
2017,Municipal Electric,Readlyn,427379,235788,0,0,3189,1688,0,0,343,32,0,0
2017,Municipal Electric,Renwick,168347,376797,0,5051,1367,3033,0,46,150,21,0,5
2017,Municipal Electric,Rockford,468027,200325,0,154311,2885,1404,0,1347,479,63,0,17
2017,Municipal Electric,Sergeant Bluff,3353496,1461482,0,0,16594,14872,0,0,1635,192,0,0
2017,Municipal Electric,Shelby,334293,270333,0,3460,2942,2905,0,25,285,57,0,3
2017,Municipal Electric,Sibley,1313638,1337415,156549,331636,13815,15089,2258,3935,1256,243,1,57
2017,Municipal Electric,Spencer,5256821,5740156,1940903,1428204,61055,62798,91689,19420,5268,908,1,3
2017,Municipal Electric,Stanhope,201199,192213,0,33203,1381,1116,0,208,184,44,0,12
2017,Municipal Electric,Stanton,350140,181005,0,96151,3849,2191,0,1188,283,46,0,15
2017,Municipal Electric,State Center,1086076,844048,0,0,7459,7092,0,0,791,189,0,0
2017,Municipal Electric,Story City,1941555,3254676,0,112663,16045,39701,0,1364,1695,241,0,7
2017,Municipal Electric,Stratford,332004,193673,0,47096,2370,1801,0,391,319,66,0,26
2017,Municipal Electric,Strawberry Point,596526,452398,0,191018,4153,3580,0,303,587,105,0,35
2017,Municipal Electric,Stuart,763351,799624,0,0,6030,6886,0,0,727,165,0,0
2017,Municipal Electric,Sumner,1100957,833101,0,157156,8773,6281,0,1264,949,182,0,26
2017,Municipal Electric,Traer,1145708,600168,0,0,8832,5222,0,25,958,144,0,1
2017,Municipal Electric,Villisca,674101,306603,0,176771,6166,2872,0,2161,590,97,0,43
2017,Municipal Electric,Vinton,2152776,1933308,27947,196898,17527,18270,747,2315,2128,346,1,32
2017,Municipal Electric,Wall Lake,433849,395390,0,0,4640,4007,0,0,429,115,0,0
2017,Municipal Electric,Waverly,5341918,8836612,3727308,1045198,37762,91955,0,8190,4192,588,0,75
2017,Municipal Electric,Webster City,3925340,5623787,780738,494120,31036,60367,8144,4908,3847,516,3,46
2017,Municipal Electric,West Liberty,1440940,3266461,0,499131,11850,32482,0,3320,1340,177,0,36
2017,Municipal Electric,West Point,753932,753932,0,54645,6078,7188,0,431,640,75,0,17
2017,Municipal Electric,Westfield,62231,12165,0,100,566,135,0,0,65,7,0,1
2017,Municipal Electric,Wilton,1255837,1113766,0,115241,11249,10970,0,1120,1308,190,0,29
2017,Municipal Electric,Winterset,2758375,2546737,0,0,20306,27718,0,0,2263,400,0,0
2017,Municipal Electric,Woolstock,83885,110294,0,0,832,614,0,0,95,30,0,0
2017,Municipal Electric,Lawler,0,0,0,0,0,0,0,0,0,0,0,0
2017,Municipal Electric,Alton,488621,430624,0,4377,5824,5293,0,198,456,125,0,0
2017,Municipal Electric,Aurelia,382716,291335,0,78864,3571,2259,0,762,440,74,0,31
2017,Distribution Cooperative,Southwest Iowa Rural Electric Cooperative,8953947,2790029,215959,16361,68119,31593,2787,76,5565,296,1,20
2017,Distribution Cooperative,"Allamakee Clayton Elec. Coop., Inc.",16669128,1743330,354939,15230,112247,13787,8804,79,9454,513,1,4
2017,Distribution Cooperative,Atchison Holt Electric Coop.,1358812,863192,0,60631,9597,6096,0,428,1078,79,0,15
2017,Distribution Cooperative,East-Central Iowa Rural Electric Coop.,14876601,6736523,0,446801,127088,76551,0,4288,7798,785,0,164
2017,Distribution Cooperative,Boone Valley Electric Coop.,246003,228080,420358,0,2667,2526,4784,0,111,2,0,0
2017,Distribution Cooperative,Butler County Rural Elec. Coop.,12306069,10008163,0,65055,91635,111214,0,483,4840,192,0,34
2017,Distribution Cooperative,Calhoun County Electric Coop. Assn.,4173779,594871,570831,0,29195,5236,6606,0,1663,25,2,0
2017,Distribution Cooperative,Cass Electric Cooperative,164218,0,0,360,1145,0,0,0,88,0,0,1
2017,Distribution Cooperative,Heartland Power Cooperative,9974245,17746538,0,269640,83278,227754,0,2868,4351,803,0,65
2017,Generation and Transmission Cooperative,Central Iowa Power Cooperative (CIPCO),0,0,174596820,0,0,0,2834413,0,0,0,0,0
2017,Distribution Cooperative,"Chariton Valley Electric Cooperative, Inc.",7584531,4211352,0,51142,58692,39632,0,497,4842,1153,0,2
2017,Distribution Cooperative,"Clarke Electric Cooperative, Inc.",8336094,3503689,107553,138772,61639,36879,1399,1101,5027,258,1,50
2017,Generation and Transmission Cooperative,Corn Belt Power Cooperative,0,0,0,0,0,0,0,0,0,0,0,0
2017,Distribution Cooperative,Eastern Iowa Light & Power Cooperative,38205575,22281896,1615351,375408,291716,307092,25687,3894,21715,1866,1,81
2017,Distribution Cooperative,Farmers Electric Cooperative - Kalona,1475734,696277,0,0,11214,5922,0,0,603,25,0,0
2017,Distribution Cooperative,"Farmers Electric Coop., Inc. - Greenfield",8550732,4068418,0,7289,61838,58076,0,23,4674,107,0,5
2017,Distribution Cooperative,Franklin Rural Electric Cooperative,3756928,3432890,0,84677,28841,31871,161,625,1457,419,0,51
